date,rank,ranking changes,title,artist,score,seqmom,release,genre
2022.12.31,165,new,Santa`s Coming For Us,Sia,9759691,1360589,2022.12.30,캐롤
2022.12.31,166,new,그날의 그대여,헤이즈 (Heize),9755235,2464075,2022.12.12,발라드
2022.12.31,167,-49,달,스트레이 (The Stray),9706955,2431266,2022.09.15,인디
2022.12.31,168,new,"미운오리새끼 (Feat. 선우정아, BOBBY) (Prod. R.Tee)",허성현 (Huh),9611763,2466054,2022.12.24,랩/힙합
2022.12.31,169,-45,Loving You Girl (Feat. Hkeem),Peder Elias,9609464,2161572,2021.05.14,팝
2022.12.31,170,-40,Bad Habits,Ed Sheeran,9551109,2188906,2021.10.29,팝
2022.12.31,171,new,Like It`s Christmas,Jonas Brothers,9537453,1867957,2019.11.08,캐롤
2022.12.31,172,-66,바라만 본다,MSG워너비(M.O.M),9535279,2188339,2021.06.26,발라드
2022.12.31,173,-72,아무래도 난,주시크 (Joosiq),9505470,2347887,2022.03.30,인디
2022.12.31,174,-47,Bad,Christopher,9384054,1507545,2019.11.08,알앤비/소울
2022.12.31,175,new,눈사람,정승환,9379340,1448300,2018.02.19,발라드
2022.12.31,176,HOT,오르골 (Life Is Still Going On),NCT DREAM,9358917,2193337,2021.06.28,랩/힙합
2022.12.31,177,new,발자국 (Walk With You),NCT DREAM,9295260,2464470,2022.12.16,댄스/팝
2022.12.31,178,-67,취기를 빌려 (취향저격 그녀 X 산들),산들,9223745,2003247,2020.07.20,발라드
2022.12.31,179,HOT,나쁜X,비비(BIBI),9171496,2458467,2022.11.18,댄스/팝
2022.12.31,180,new,문 (Moon),NCT DREAM,9164984,2464471,2022.12.16,댄스/팝
2022.12.31,181,-50,고백,멜로망스(Melomance),9134256,2229166,2021.08.29,발라드
2022.12.31,182,-26,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),9124684,1783153,2019.06.09,인디
2022.12.31,183,new,메리 메리 크리스마스,"이석훈, 윤하, CIX (씨아이엑스), cignature (시그니처), EPEX (이펙스)",9103255,2462798,2022.12.07,댄스/팝
2022.12.31,184,+2,어른,Sondia,9075219,1493651,2018.03.29,발라드
2022.12.31,185,+33,Impurities,LE SSERAFIM (르세라핌),9052106,2451986,2022.10.17,댄스/팝
2022.12.31,186,-51,거리에서,성시경,8927547,15960,2006.10.10,발라드
2022.12.31,187,new,Beautiful Christmas,"레드벨벳(Red Velvet), aespa",8852662,2464330,2022.12.26,캐롤
2022.12.31,188,-46,찰나가 영원이 될 때 (The Eternal Moment),마크툽 (Maktub),8783691,2239874,2021.09.19,인디
2022.12.31,189,-35,선물,멜로망스(Melomance),8777971,1289342,2017.07.10,인디
2022.12.31,190,-32,헤픈 우연,헤이즈 (Heize),8610764,2165550,2021.05.20,알앤비/소울
2022.12.31,191,-88,진심이었던 사람만 바보가 돼,권진아,8520615,2451220,2022.10.13,발라드
2022.12.31,192,new,화이트 (WHITE) (Feat. 박재범),다비치,8484008,943371,2015.12.16,댄스/팝
2022.12.31,193,new,입김 (Take My Breath),NCT DREAM,8465930,2464472,2022.12.16,댄스/팝
2022.12.31,194,new,추억 일기,먼데이 키즈 (Monday Kiz),8383755,2463802,2022.12.11,발라드
2022.12.31,195,-28,너였다면,정승환,8358052,1034544,2016.05.31,발라드
2022.12.31,196,-46,에잇 (Prod.&Feat. SUGA of BTS),아이유 (IU),8343528,1966107,2020.05.06,댄스/팝
2022.12.31,197,-50,늦은 밤 너의 집 앞 골목길에서,노을,8330982,1867146,2019.11.07,발라드
2022.12.31,198,-100,가을밤에 든 생각,잔나비,8329839,2057566,2020.11.06,인디
2022.12.31,199,-51,문득,BE`O (비오),8323029,2154356,2021.05.02,랩/힙합
2022.12.31,200,+65,겨울잠,아이유 (IU),8301764,2298490,2021.12.29,포크/어쿠스틱
2023.01.31,1,+6,Ditto,NewJeans,142968075,2465583,2023.01.02,댄스/팝
2023.01.31,2,new,OMG,NewJeans,110586229,2468274,2023.01.02,댄스/팝
2023.01.31,3,-2,사건의 지평선,윤하,100767825,2347881,2022.03.30,댄스/팝
2023.01.31,4,-2,Hype boy,NewJeans,96523707,2407632,2022.08.01,댄스/팝
2023.01.31,5,-2,ANTIFRAGILE,LE SSERAFIM (르세라핌),71722197,2451985,2022.10.17,댄스/팝
2023.01.31,6,+4,Candy,NCT DREAM,68017317,2464475,2022.12.16,댄스/팝
2023.01.31,7,+15,NOT SORRY (Feat. pH-1) (Prod. by Slom),이영지,67296548,2464547,2022.12.17,랩/힙합
2023.01.31,8,+1,Attention,NewJeans,65097870,2407631,2022.08.01,댄스/팝
2023.01.31,9,-5,After LIKE,IVE (아이브),63223159,2418222,2022.08.22,댄스/팝
2023.01.31,10,-4,Nxde,(여자)아이들,52676979,2452007,2022.10.17,댄스/팝
2023.01.31,11,+2,LOVE DIVE,IVE (아이브),50390785,2352090,2022.04.05,댄스/팝
2023.01.31,12,-4,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),49426613,2426155,2022.09.06,랩/힙합
2023.01.31,13,new,VIBE (feat. Jimin of BTS),태양,46815832,2469765,2023.01.13,댄스/팝
2023.01.31,14,+1,Monologue,테이 (Tei),45675375,2433743,2022.09.18,발라드
2023.01.31,15,-10,마이웨이 (MY WAY) (Prod. R.Tee),"저스디스 (JUSTHIS), 던말릭 (Don Malik), 허성현 (Huh), KHAN, 맥대디 (Mckdaddy), Los",44322079,2461479,2022.12.03,랩/힙합
2023.01.31,16,+7,너의 모든 순간,성시경,41115147,635033,2014.02.12,발라드
2023.01.31,17,+16,Cookie,NewJeans,41016823,2407636,2022.08.01,댄스/팝
2023.01.31,18,+3,Shut Down,BLACKPINK,37069373,2431567,2022.09.16,댄스/팝
2023.01.31,19,+9,FEARLESS,LE SSERAFIM (르세라핌),36890068,2368339,2022.05.02,댄스/팝
2023.01.31,20,+5,사랑은 늘 도망가,임영웅,36707383,2250335,2021.10.11,발라드
2023.01.31,21,+64,그대를 알고,송하예,35813714,2464186,2022.12.13,인디
2023.01.31,22,+4,해요 (2022),#안녕,35422223,2384550,2022.06.07,발라드
2023.01.31,23,+8,사랑인가 봐,멜로망스(Melomance),35074853,2322874,2022.02.18,댄스/팝
2023.01.31,24,-5,Rush Hour (Feat. j-hope of BTS),크러쉬 (CRUSH),34993673,2436919,2022.09.22,알앤비/소울
2023.01.31,25,-14,Dreamers (Feat. FIFA Sound),"정국, 방탄소년단",34520883,2459032,2022.11.20,팝
2023.01.31,26,-8,WHEN I MOVE,카라 (KARA),33913960,2461077,2022.11.29,댄스/팝
2023.01.31,27,-3,Pink Venom,BLACKPINK,33737328,2415633,2022.09.16,댄스/팝
2023.01.31,28,+1,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),33048045,2396391,2022.07.09,댄스/팝
2023.01.31,29,+10,잘가요,주호,32853710,2461985,2022.12.04,발라드
2023.01.31,30,new,그댄 행복에 살텐데 (2022),최유리,32675098,2467050,2022.12.27,인디
2023.01.31,31,+3,TOMBOY,(여자)아이들,32438371,2338101,2022.03.14,댄스/팝
2023.01.31,32,HOT,Say I Love You,우디(Woody),32339213,2465764,2022.12.21,발라드
2023.01.31,33,+2,그라데이션,10cm,32182275,2394651,2022.07.03,인디
2023.01.31,34,+6,취중고백,김민석,31468431,2291415,2021.12.19,발라드
2023.01.31,35,+3,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),31373632,2360242,2022.04.20,인디
2023.01.31,36,+26,오르트구름,윤하,31298427,2272169,2021.11.16,발라드
2023.01.31,37,-,나의 X에게,경서,31126991,2362532,2022.04.24,인디
2023.01.31,38,-2,내가 아니라도,주호,30956884,2343328,2022.03.25,발라드
2023.01.31,39,-12,딱 10CM만,"10cm, BIG Naughty (서동현)",30556270,2438904,2022.09.25,알앤비/소울
2023.01.31,40,+3,That`s Hilarious,Charlie Puth,30411969,2352479,2022.04.08,팝
2023.01.31,41,-,ELEVEN,IVE (아이브),30276374,2280458,2021.12.01,댄스/팝
2023.01.31,42,-10,자격지심 (Feat. ZICO),BE`O (비오),29736113,2441452,2022.09.29,랩/힙합
2023.01.31,43,+1,다정히 내 이름을 부르면,"경서예지, 전건호",28626584,2165559,2021.05.19,발라드
2023.01.31,44,+1,첫사랑,백아,27892743,1670838,2018.10.11,인디
2023.01.31,45,+7,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,27096932,1488659,2018.03.20,발라드
2023.01.31,46,+11,Stay,"The Kid LAROI, Justin Bieber",26298899,2198878,2021.07.09,팝
2023.01.31,47,-,보고싶었어,WSG워너비 (4FIRE),26213399,2396390,2022.07.09,댄스/팝
2023.01.31,48,+5,LOVE me,BE`O (비오),25829165,2355956,2022.04.12,랩/힙합
2023.01.31,49,+23,I Don`t Think That I Like Her,Charlie Puth,25511572,2447479,2022.10.07,팝
2023.01.31,50,+4,주저하는 연인들을 위해,잔나비,25273912,1740697,2019.03.13,인디
2023.01.31,51,+16,눈이 오잖아 (Feat.헤이즈),이무진,25172266,2280274,2021.12.03,발라드
2023.01.31,52,+4,우리들의 블루스,임영웅,24975084,2358766,2022.05.02,발라드
2023.01.31,53,+6,밤하늘의 별을(2020),경서,24537370,2061610,2020.11.14,인디
2023.01.31,54,HOT,"미운오리새끼 (Feat. 선우정아, BOBBY) (Prod. R.Tee)",허성현 (Huh),24003328,2466054,2022.12.24,랩/힙합
2023.01.31,55,-,떠나보낼 준비해 둘걸 그랬어,임한별,23882657,2452101,2022.10.18,발라드
2023.01.31,56,+26,"눈 (EYE) (Feat. BIG Naughty, 저스디스 (JUSTHIS)) (Prod. R.Tee)",던말릭 (Don Malik),23863959,2464544,2022.12.17,랩/힙합
2023.01.31,57,-9,우린 그렇게 사랑해서,"강민경, 잔나비",23851487,2440651,2022.09.26,발라드
2023.01.31,58,-41,Snowman,Sia,23822342,1366066,2017.11.11,캐롤
2023.01.31,59,-29,위하여 (We Higher) (Prod. GroovyRoom),"그루비룸 (GroovyRoom), 릴보이 (lIlBOI), Blase (블라세), 노윤하, Polodared, Chillin Homie, Fleeky Bang",23263084,2461482,2022.12.03,랩/힙합
2023.01.31,60,-,도깨비불 (Illusion),aespa,23211029,2381591,2022.07.08,댄스/팝
2023.01.31,61,+40,Unholy,"Sam Smith, Kim Petras",23005831,2437607,2022.09.22,팝
2023.01.31,62,-4,내 기쁨은 너가 벤틀리를 끄는 거야,김승민,22702107,2255109,2021.10.19,랩/힙합
2023.01.31,63,-2,새벽에 걸려온 너의 전화는,한동근,22532943,2406674,2022.07.31,발라드
2023.01.31,64,HOT,아픈 나를,성시경,21822762,2467089,2022.12.27,발라드
2023.01.31,65,-1,That That (prod. & feat. SUGA of BTS),싸이 (Psy),21821565,2364951,2022.04.29,댄스
2023.01.31,66,+17,그 겨울이 잠든 거리에서,"경서예지, 전건호",21807317,2463815,2022.12.11,발라드
2023.01.31,67,-4,FOREVER 1,소녀시대,21519117,2408631,2022.08.05,댄스/팝
2023.01.31,68,+2,다시 만날 수 있을까,임영웅,21417515,2368354,2022.05.02,발라드
2023.01.31,69,+4,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),21180120,2352088,2022.04.05,댄스/팝
2023.01.31,70,+7,Dynamite,방탄소년단,20534338,2016166,2020.08.21,댄스/팝
2023.01.31,71,-5,Love story,볼빨간사춘기,20421636,2360259,2022.04.20,인디
2023.01.31,72,+6,이제 나만 믿어요,임영웅,20075814,1948682,2020.04.03,성인가요
2023.01.31,73,-61,London Boy,임영웅,19294968,2458148,2022.11.15,락/메탈
2023.01.31,74,new,마지막 사랑,신예영,18794552,2469709,2023.01.12,발라드
2023.01.31,75,new,Beautiful Liar,몬스타엑스,18775422,2469473,2023.01.09,댄스/팝
2023.01.31,76,+14,Made You Look,Meghan Trainor,18251245,2452698,2022.10.21,팝
2023.01.31,77,HOT,"빡 (Feat. 팔로알토 (Paloalto), 저스디스 (JUSTHIS)) (Prod. R.Tee)",던말릭 (Don Malik),18159460,2466048,2022.12.24,랩/힙합
2023.01.31,78,+19,봄날,방탄소년단,17602579,1192402,2017.02.13,랩/힙합
2023.01.31,79,-65,Polaroid,임영웅,17594427,2458149,2022.11.15,락/메탈
2023.01.31,80,+16,Off My Face,Justin Bieber,17577405,2126959,2021.03.19,팝
2023.01.31,81,+14,Butter,방탄소년단,17418743,2165376,2021.05.21,댄스/팝
2023.01.31,82,-6,드라마,아이유 (IU),17211956,2298492,2021.12.29,포크/어쿠스틱
2023.01.31,83,+22,Dangerously,Charlie Puth,17122686,966026,2016.11.11,팝
2023.01.31,84,-9,Feel My Rhythm,레드벨벳(Red Velvet),16868071,2342439,2022.03.21,댄스/팝
2023.01.31,85,-17,SNEAKERS,ITZY (있지),16845383,2398888,2022.07.15,댄스/팝
2023.01.31,86,+1,신호등,이무진,16713542,2160835,2021.05.14,댄스/팝
2023.01.31,87,new,이 소설의 끝을 다시 써보려 해,테이 (Tei),16616506,2467167,2022.12.28,발라드
2023.01.31,88,+1,strawberry moon,아이유 (IU),16551728,2254559,2021.10.19,댄스/팝
2023.01.31,89,+10,무지개,임영웅,16496320,2368353,2022.05.02,발라드
2023.01.31,90,-25,흩어지지 않게,엠씨더맥스 (M.C the MAX),16097039,2462481,2022.12.05,발라드
2023.01.31,91,+21,"나침반 (Feat. UNEDUCATED KID, 수퍼비 (SUPERBEE)) (Prod. R.Tee)",KHAN,15884389,2464518,2022.12.17,랩/힙합
2023.01.31,92,+42,희재,성시경,15574902,17691,2003.02.12,발라드
2023.01.31,93,-7,INVU,태연 (TAEYEON),15549812,2321943,2022.02.14,댄스/팝
2023.01.31,94,-14,스티커 사진,21학번,15474016,2398391,2022.07.12,인디
2023.01.31,95,-2,Next Level,aespa,15102776,2165746,2021.05.17,댄스/팝
2023.01.31,96,+11,아버지,임영웅,15050544,2368351,2022.05.02,발라드
2023.01.31,97,+12,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),14777056,1846563,2019.09.25,포크/어쿠스틱
2023.01.31,98,+15,Permission to Dance,방탄소년단,14703066,2198608,2021.07.09,댄스/팝
2023.01.31,99,+1,내 손을 잡아,아이유 (IU),14617808,106556,2011.05.25,OST
2023.01.31,100,new,가슴으로 운다,김연지,14356715,2469591,2023.01.11,발라드
2023.01.31,101,-17,POP!,나연 (TWICE),14110871,2391265,2022.06.24,댄스/팝
2023.01.31,102,-11,Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, 정국, 방탄소년단",13791819,2391369,2022.06.24,팝
2023.01.31,103,new,사랑해도 될까요,양다일,13742359,2470130,2023.01.15,발라드
2023.01.31,104,HOT,"WITCH (Feat. 박재범, So!YoON!) (Prod. by Slom)",이영지,13551054,2466049,2022.12.24,랩/힙합
2023.01.31,105,new,Ay-Yo,NCT 127,13487720,2473094,2023.01.30,댄스/팝
2023.01.31,106,-25,사랑한다고 말해줘,탑현,13471555,2409612,2022.08.07,발라드
2023.01.31,107,+13,Yet To Come,방탄소년단,13455688,2384890,2022.06.10,댄스/팝
2023.01.31,108,-10,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo,13417476,2267913,2021.11.13,랩/힙합
2023.01.31,109,+47,한 페이지가 될 수 있게,DAY6,13242329,1803631,2019.07.15,댄스/팝
2023.01.31,110,+18,Graduation,NCT DREAM,12915628,2464474,2022.12.16,댄스/팝
2023.01.31,111,+14,Celebrity,아이유 (IU),12795886,2100132,2021.03.25,댄스/팝
2023.01.31,112,+6,첫눈처럼 너에게 가겠다,에일리 (Ailee),12768723,1166003,2017.01.07,OST
2023.01.31,113,+27,The Drum,Alan Walker,12730383,2364930,2022.04.29,팝
2023.01.31,114,+12,SMILEY (Feat. BIBI),YENA(최예나),12599135,2309210,2022.01.17,댄스/팝
2023.01.31,115,+94,Hurt,NewJeans,12375626,2407633,2022.08.01,댄스/팝
2023.01.31,116,+17,밤편지,아이유 (IU),12368394,1214938,2017.03.24,발라드
2023.01.31,117,+14,인생찬가,임영웅,12346812,2368343,2022.05.02,발라드
2023.01.31,118,new,니 번호가 뜨는 일,이예준,12296411,2470737,2023.01.17,발라드
2023.01.31,119,+10,A bientot,임영웅,12191243,2368350,2022.05.02,발라드
2023.01.31,120,+7,그중에 그대를 만나,김호중,12178886,2437406,2022.09.24,발라드
2023.01.31,121,-15,DICE,NMIXX,11663645,2434903,2022.09.19,댄스/팝
2023.01.31,122,+13,I`m Not The Only One,Sam Smith,11654550,698175,2014.01.01,팝
2023.01.31,123,-8,Girls,aespa,11607738,2396240,2022.07.08,댄스/팝
2023.01.31,124,+13,손이 참 곱던 그대,임영웅,11454618,2368352,2022.05.02,발라드
2023.01.31,125,-46,고백연습,경서,11416677,2454982,2022.10.30,인디
2023.01.31,126,+93,I Don`t Think That I Like Her,Charlie Puth,11331727,2432108,2022.09.16,팝
2023.01.31,127,+16,사랑해 진짜,임영웅,11261869,2368347,2022.05.02,발라드
2023.01.31,128,new,Sugar Rush Ride,투모로우바이투게더,11207813,2472173,2023.01.27,댄스/팝
2023.01.31,129,new,Kill Bill,SZA,11107909,2462837,2022.12.09,알앤비/소울
2023.01.31,130,-84,첫 눈,EXO,11004405,595959,2013.12.09,댄스/팝
2023.01.31,131,+53,어른,Sondia,10914249,1493651,2018.03.29,발라드
2023.01.31,132,+15,연애편지,임영웅,10825039,2368346,2022.05.02,발라드
2023.01.31,133,-29,늦은 밤 헤어지긴 너무 아쉬워,케이시 (Kassy),10818644,2375105,2022.05.19,발라드
2023.01.31,134,-4,GHOST TOWN,Benson Boone,10779283,2258300,2021.10.15,팝
2023.01.31,135,-33,Cheshire,ITZY (있지),10693867,2461154,2022.11.30,댄스/팝
2023.01.31,136,-33,추억때문에,유림,10603335,2457639,2022.11.13,발라드
2023.01.31,137,-13,Talk that Talk,TWICE,10535407,2419283,2022.08.26,댄스/팝
2023.01.31,138,+8,2002,Anne-Marie,10497483,1512809,2018.04.27,알앤비/소울
2023.01.31,139,new,Love War (Feat. BE`O),YENA(최예나),10464815,2470680,2023.01.16,알앤비/소울
2023.01.31,140,+8,나의 목소리로,김호중,10456615,2443548,2022.10.02,발라드
2023.01.31,141,-5,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO(파테코)",10392525,1988115,2020.06.20,랩/힙합
2023.01.31,142,+27,Loving You Girl (Feat. Hkeem),Peder Elias,10381725,2161572,2021.05.14,팝
2023.01.31,143,-123,Santa Tell Me,Ariana Grande,10377245,783612,2014.11.24,캐롤
2023.01.31,144,-25,너를 생각해,주시크 (Joosiq),10270819,2240889,2021.09.22,인디
2023.01.31,145,+12,Blueming,아이유 (IU),10238186,1874197,2019.11.18,댄스/팝
2023.01.31,146,-130,All I Want For Christmas Is You,Mariah Carey,10193807,196537,2019.11.01,캐롤
2023.01.31,147,-26,GANADARA (Feat. 아이유),박재범,10053459,2334028,2022.03.11,알앤비/소울
2023.01.31,148,+12,보금자리,임영웅,9995399,2368348,2022.05.02,발라드
2023.01.31,149,+9,라일락,아이유 (IU),9955269,2130285,2021.03.25,댄스/팝
2023.01.31,150,+12,너의 번호를 누르고 (Prod. 영화처럼),#안녕,9932754,1878367,2019.11.30,인디
2023.01.31,151,HOT,KICK BACK,Kenshi Yonezu,9883240,2451500,2022.10.12,J-POP
2023.01.31,152,-58,LAW (Prod. Czaer),"윤미래, 비비(BIBI)",9628243,2426156,2022.09.06,랩/힙합
2023.01.31,153,-15,Weekend,태연 (TAEYEON),9627809,2198770,2021.07.06,댄스/팝
2023.01.31,154,-104,WE (Feat. 박재범) (Prod. by Slom),"이영지, 토이고 (toigo), 제이켠 (J`Kyun), 잠비노 (Jambino), XINSAYNE",9571894,2461480,2022.12.03,랩/힙합
2023.01.31,155,-13,STEP,카라 (KARA),9571746,152260,2011.09.06,댄스/팝
2023.01.31,156,HOT,"BLUE CHECK (Feat. 박재범, 제시) (Prod. by Slom)",토이고 (toigo),9511982,2464529,2022.12.17,랩/힙합
2023.01.31,157,new,DEJAVU (Feat. 박재범) (Prod. by Slom),이영지,9413735,2467467,2022.12.31,랩/힙합
2023.01.31,158,+27,Impurities,LE SSERAFIM (르세라핌),9362380,2451986,2022.10.17,댄스/팝
2023.01.31,159,+17,오르골 (Life Is Still Going On),NCT DREAM,9357922,2193337,2021.06.28,랩/힙합
2023.01.31,160,+45,Love Yourself,Justin Bieber,9229618,925372,2015.11.13,팝
2023.01.31,161,+9,Bad Habits,Ed Sheeran,9149056,2188906,2021.10.29,팝
2023.01.31,162,HOT,Crazy,Gnarls Barkley,9096157,25174,2006.05.25,알앤비/소울
2023.01.31,163,-18,When I Get Old,"Christopher, 청하",9061054,2452647,2022.10.20,팝
2023.01.31,164,-90,Birthday,레드벨벳(Red Velvet),8986205,2460995,2022.11.28,댄스/팝
2023.01.31,165,-15,팡파레,다비치,8967479,2374559,2022.05.16,발라드
2023.01.31,166,+20,거리에서,성시경,8946753,15960,2006.10.10,발라드
2023.01.31,167,+7,Bad,Christopher,8891332,1507545,2019.11.08,알앤비/소울
2023.01.31,168,+10,취기를 빌려 (취향저격 그녀 X 산들),산들,8833520,2003247,2020.07.20,발라드
2023.01.31,169,+12,고백,멜로망스(Melomance),8833115,2229166,2021.08.29,발라드
2023.01.31,170,+12,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),8811458,1783153,2019.06.09,인디
2023.01.31,171,+18,선물,멜로망스(Melomance),8811442,1289342,2017.07.10,인디
2023.01.31,172,+32,One Call Away,Charlie Puth,8744178,898077,2016.11.11,팝
2023.01.31,173,-29,듣고 싶을까,MSG워너비(M.O.M),8585415,2326957,2022.02.26,발라드
2023.01.31,174,+6,문 (Moon),NCT DREAM,8580923,2464471,2022.12.16,댄스/팝
2023.01.31,175,-43,MY BAG,(여자)아이들,8579240,2338094,2022.03.14,댄스/팝
2023.01.31,176,-54,바보에게 바보가 (웹툰 `연애의 발견` X 이석훈),이석훈,8523418,2398275,2022.07.11,발라드
2023.01.31,177,-13,리무진 (Feat. MINO) (Prod. GRAY),BE`O (비오),8511527,2272216,2021.11.20,랩/힙합
2023.01.31,178,+18,에잇 (Prod.&Feat. SUGA of BTS),아이유 (IU),8498221,1966107,2020.05.06,댄스/팝
2023.01.31,179,-65,그래서 그대는,이영현,8466783,2450683,2022.10.10,발라드
2023.01.31,180,+27,My Universe,"Coldplay, 방탄소년단",8390605,2240545,2021.09.24,팝
2023.01.31,181,-139,미리 메리 크리스마스 (Feat. 천둥),아이유 (IU),8382003,73832,2010.12.09,댄스/팝
