date,rank,ranking changes,title,artist,score,seqmom,release,genre
2022.11.30,95,+4,아버지,임영웅,17159462,2368351,2022.05.02,발라드
2022.11.30,96,+1,Permission to Dance,방탄소년단,16832398,2198608,2021.07.09,댄스/팝
2022.11.30,97,new,오르트구름,윤하,16829815,2272169,2021.11.16,발라드
2022.11.30,98,-4,가을밤에 든 생각,잔나비,15985810,2057566,2020.11.06,인디
2022.11.30,99,+2,Yet To Come,방탄소년단,15913650,2384890,2022.06.10,댄스/팝
2022.11.30,100,HOT,Snowman,Sia,15705342,1366066,2017.11.11,캐롤
2022.11.30,101,-18,아무래도 난,주시크 (Joosiq),15586064,2347887,2022.03.30,인디
2022.11.30,102,-13,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO(파테코)",15196550,1988115,2020.06.20,랩/힙합
2022.11.30,103,+16,진심이었던 사람만 바보가 돼,권진아,15055514,2451220,2022.10.13,발라드
2022.11.30,104,+2,밤편지,아이유 (IU),14478334,1214938,2017.03.24,발라드
2022.11.30,105,+9,A bientot,임영웅,14419006,2368350,2022.05.02,발라드
2022.11.30,106,-18,바라만 본다,MSG워너비(M.O.M),14319192,2188339,2021.06.26,발라드
2022.11.30,107,-,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비,14316138,745045,2014.08.28,인디
2022.11.30,108,+13,인생찬가,임영웅,13969127,2368343,2022.05.02,발라드
2022.11.30,109,-5,리무진 (Feat. MINO) (Prod. GRAY),BE`O (비오),13282275,2272216,2021.11.20,랩/힙합
2022.11.30,110,+13,희재,성시경,13131366,17691,2003.02.12,발라드
2022.11.30,111,-,취기를 빌려 (취향저격 그녀 X 산들),산들,13016609,2003247,2020.07.20,발라드
2022.11.30,112,+12,손이 참 곱던 그대,임영웅,12917605,2368352,2022.05.02,발라드
2022.11.30,113,-11,라일락,아이유 (IU),12881829,2130285,2021.03.25,댄스/팝
2022.11.30,114,+17,I`m Not The Only One,Sam Smith,12576294,698175,2014.01.01,팝
2022.11.30,115,+13,사랑해 진짜,임영웅,12540015,2368347,2022.05.02,발라드
2022.11.30,116,new,모든 계절은 너였다,길구봉구,12436100,2457644,2022.11.13,발라드
2022.11.30,117,new,Santa Tell Me,Ariana Grande,12430597,783612,2014.11.24,캐롤
2022.11.30,118,+55,달,스트레이 (The Stray),12360772,2431266,2022.09.15,인디
2022.11.30,119,-53,그중에 그대를 만나,김호중,12278563,2437406,2022.09.24,발라드
2022.11.30,120,new,Alone,하이라이트(Highlight),12276986,2456488,2022.11.07,댄스/팝
2022.11.30,121,new,All I Want For Christmas Is You,Mariah Carey,12243642,196537,2019.11.01,캐롤
2022.11.30,122,-12,Blueming,아이유 (IU),11953757,1874197,2019.11.18,댄스/팝
2022.11.30,123,new,When I Get Old,"Christopher, 청하",11927245,2452647,2022.10.20,팝
2022.11.30,124,+14,Loving You Girl (Feat. Hkeem),Peder Elias,11842380,2161572,2021.05.14,팝
2022.11.30,125,+19,연애편지,임영웅,11765997,2368346,2022.05.02,발라드
2022.11.30,126,-21,언제나 사랑해,케이시 (Kassy),11703345,2318393,2022.02.07,발라드
2022.11.30,127,-10,Bad,Christopher,11586647,1507545,2019.11.08,알앤비/소울
2022.11.30,128,-25,팡파레,다비치,11560392,2374559,2022.05.16,발라드
2022.11.30,129,+11,2002,Anne-Marie,11518098,1512809,2018.04.27,알앤비/소울
2022.11.30,130,-10,Bad Habits,Ed Sheeran,11498408,2188906,2021.10.29,팝
2022.11.30,131,-13,고백,멜로망스(Melomance),11440143,2229166,2021.08.29,발라드
2022.11.30,132,+98,한 페이지가 될 수 있게,DAY6,11399398,1803631,2019.07.15,댄스/팝
2022.11.30,133,-21,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비,11125561,1074088,2016.08.04,인디
2022.11.30,134,-34,고백하는 취한밤에 (Prod. 2soo),임재현,11088634,2384786,2022.06.11,인디
2022.11.30,135,+8,거리에서,성시경,10908212,15960,2006.10.10,발라드
2022.11.30,136,-6,My Universe,"Coldplay, 방탄소년단",10859968,2240545,2021.09.24,팝
2022.11.30,137,-28,가을 타나 봐,바이브 (Vibe),10814038,1649762,2018.09.18,발라드
2022.11.30,138,-73,나의 목소리로,김호중,10793416,2443548,2022.10.02,발라드
2022.11.30,139,+15,눈이 오잖아 (Feat.헤이즈),이무진,10751042,2280274,2021.12.03,발라드
2022.11.30,140,+20,보금자리,임영웅,10725757,2368348,2022.05.02,발라드
2022.11.30,141,new,SUN GOES DOWN (Prod. R.Tee),"저스디스 (JUSTHIS), R.Tee",10476486,2454328,2022.10.29,랩/힙합
2022.11.30,142,-20,찰나가 영원이 될 때 (The Eternal Moment),마크툽 (Maktub),10413073,2239874,2021.09.19,인디
2022.11.30,143,+19,너의 번호를 누르고 (Prod. 영화처럼),#안녕,10412672,1878367,2019.11.30,인디
2022.11.30,144,new,살다가 한번쯤,이예준,10397149,2456827,2022.11.10,발라드
2022.11.30,145,-30,Light Switch,Charlie Puth,10370558,2309589,2022.01.20,팝
2022.11.30,146,-19,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",호미들,10332851,2127250,2021.03.20,랩/힙합
2022.11.30,147,-1,늦은 밤 너의 집 앞 골목길에서,노을,10323870,1867146,2019.11.07,발라드
2022.11.30,148,-32,문득,BE`O (비오),10264766,2154356,2021.05.02,랩/힙합
2022.11.30,149,-24,광화문에서 (At Gwanghwamun),규현 (KYUHYUN),10258840,777716,2014.11.13,발라드
2022.11.30,150,-8,에잇 (Prod.&Feat. SUGA of BTS),아이유 (IU),10060915,1966107,2020.05.06,댄스/팝
2022.11.30,151,-59,열이올라요 (Heart Burn),선미,10036732,2393810,2022.06.29,댄스/팝
2022.11.30,152,-39,I Don`t Think That I Like Her,Charlie Puth,10015702,2432108,2022.09.16,팝
2022.11.30,153,-12,오래된 노래,스탠딩 에그(Standing Egg),9950035,326107,2012.09.04,발라드
2022.11.30,154,+14,선물,멜로망스(Melomance),9947728,1289342,2017.07.10,인디
2022.11.30,155,-22,Monologue,버즈 (Buzz),9939443,15547,2003.10.10,댄스/팝
2022.11.30,156,-1,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),9854095,1783153,2019.06.09,인디
2022.11.30,157,+32,첫눈처럼 너에게 가겠다,에일리 (Ailee),9830419,1166003,2017.01.07,OST
2022.11.30,158,-8,헤픈 우연,헤이즈 (Heize),9752611,2165550,2021.05.20,알앤비/소울
2022.11.30,159,-30,가을 안부,먼데이 키즈 (Monday Kiz),9589016,1346353,2017.10.14,발라드
2022.11.30,160,-79,인생은 뷰티풀,김호중,9548527,2426360,2022.09.07,발라드
2022.11.30,161,+67,예뻤어,DAY6,9492659,1187749,2017.02.06,댄스/팝
2022.11.30,162,-23,"스물다섯, 스물하나",자우림,9450897,572643,2013.10.14,락/메탈
2022.11.30,163,-91,CASE 143,Stray Kids (스트레이 키즈),9431461,2446810,2022.10.07,랩/힙합
2022.11.30,164,-28,"낭만교향곡 (Feat. CHANGMO, 박재범)",BIG Naughty (서동현),9358810,2384669,2022.06.09,댄스/팝
2022.11.30,165,+13,Vancouver,BIG Naughty (서동현),9072749,2368452,2022.05.04,알앤비/소울
2022.11.30,166,+3,One Call Away,Charlie Puth,8993698,898077,2016.11.11,팝
2022.11.30,167,+13,너였다면,정승환,8973563,1034544,2016.05.31,발라드
2022.11.30,168,+6,Love poem,아이유 (IU),8956580,1862187,2019.11.18,댄스/팝
2022.11.30,169,-71,잠수이별 (Prod. 코드 쿤스트),"우원재, meenoi (미노이)",8951197,2415317,2022.08.18,랩/힙합
2022.11.30,170,new,집에 돌아가는 길 외롭다,먼데이 키즈 (Monday Kiz),8932875,2455465,2022.11.03,발라드
2022.11.30,171,new,추억때문에,유림,8913000,2457639,2022.11.13,발라드
2022.11.30,172,+14,Love Yourself,Justin Bieber,8900473,925372,2015.11.13,팝
2022.11.30,173,-8,Savage,aespa,8851653,2247253,2021.10.05,댄스/팝
2022.11.30,174,+14,12:45 (Stripped),Etham,8769797,1727728,2018.10.26,팝
2022.11.30,175,-8,호랑수월가,탑현,8702032,2306092,2022.01.15,발라드
2022.11.30,176,+16,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,8684676,1754120,2019.04.12,랩/힙합
2022.11.30,177,-40,이러면 안 될 거 아는데 너 앞에만 서면 나락 (Feat. 10CM),딘딘 (DINDIN),8669151,2250475,2021.10.14,인디
2022.11.30,178,-6,abcdefu,GAYLE,8627648,2222507,2021.08.13,팝
2022.11.30,179,+2,너를 만나,폴킴,8623681,1685395,2018.10.29,발라드
2022.11.30,180,-14,아이와 나의 바다,아이유 (IU),8599057,2130279,2021.03.25,댄스/팝
2022.11.30,181,-18,롤린 (Rollin`),브레이브걸스 (Brave Girls),8584410,1205117,2017.03.07,댄스/팝
2022.11.30,182,-74,ILLELLA (일낼라),마마무(Mamamoo),8546332,2450850,2022.10.11,댄스/팝
2022.11.30,183,+4,Timeless,SG 워너비,8519161,14074,2004.01.20,댄스/팝
2022.11.30,184,new,Anti-Hero,Taylor Swift,8502099,2452670,2022.10.21,팝
2022.11.30,185,-38,그때로 돌아가,로이킴,8480414,2451247,2022.10.25,발라드
2022.11.30,186,+34,어른,Sondia,8476894,1493651,2018.03.29,발라드
2022.11.30,187,+4,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,8450403,1827710,2019.08.23,인디
2022.11.30,188,+10,추억은 만남보다 이별에 남아,정동하,8364532,2103012,2021.01.31,발라드
2022.11.30,189,-38,Hurt,NewJeans,8356490,2407633,2022.08.01,댄스/팝
2022.11.30,190,+28,Shape of You,Ed Sheeran,8320443,1166326,2017.03.03,락
2022.11.30,191,+17,METEOR,창모 (CHANGMO),8269620,1878462,2019.11.29,랩/힙합
2022.11.30,192,-10,Counting Stars (Feat. Beenzino),BE`O (비오),8256811,2287362,2021.12.12,랩/힙합
2022.11.30,193,+8,야생화,박효신,8253566,660689,2014.03.28,발라드
2022.11.30,194,-10,Paris In The Rain,Lauv,8236287,1671362,2018.05.31,팝
2022.11.30,195,+87,못해 (Feat. 美),포맨 (4MEN),8178030,29830,2010.01.18,발라드
2022.11.30,196,new,첫 눈,EXO,8153667,595959,2013.12.09,댄스/팝
2022.11.30,197,+22,좋니,윤종신,8134694,1275968,2017.06.22,발라드
2022.11.30,198,-8,Attention,Charlie Puth,8090891,1233753,2018.05.11,팝
2022.11.30,199,+14,같은 베개,테이 (Tei),8018445,16767,2007.02.09,발라드
2022.11.30,200,+9,만남은 쉽고 이별은 어려워 (Feat. Leellamarz) (Prod. TOIL),베이식(Basick),7994204,2272214,2021.11.20,랩/힙합
2022.12.31,1,-,사건의 지평선,윤하,119802682,2347881,2022.03.30,댄스/팝
2022.12.31,2,+3,Hype boy,NewJeans,84541198,2407632,2022.08.01,댄스/팝
2022.12.31,3,-,ANTIFRAGILE,LE SSERAFIM (르세라핌),75065784,2451985,2022.10.17,댄스/팝
2022.12.31,4,+2,After LIKE,IVE (아이브),67009670,2418222,2022.08.22,댄스/팝
2022.12.31,5,new,마이웨이 (MY WAY) (Prod. R.Tee),"저스디스 (JUSTHIS), 던말릭 (Don Malik), 허성현 (Huh), KHAN, 맥대디 (Mckdaddy), Los",62775412,2461479,2022.12.03,랩/힙합
2022.12.31,6,-4,Nxde,(여자)아이들,62217455,2452007,2022.10.17,댄스/팝
2022.12.31,7,new,Ditto,NewJeans,60700807,2465583,2023.01.02,댄스/팝
2022.12.31,8,-4,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),59740147,2426155,2022.09.06,랩/힙합
2022.12.31,9,-1,Attention,NewJeans,58616257,2407631,2022.08.01,댄스/팝
2022.12.31,10,new,Candy,NCT DREAM,56450567,2464475,2022.12.16,댄스/팝
2022.12.31,11,+83,Dreamers (Feat. FIFA Sound),"정국, 방탄소년단",53962443,2459032,2022.11.20,팝
2022.12.31,12,-,London Boy,임영웅,53038659,2458148,2022.11.15,락/메탈
2022.12.31,13,-3,LOVE DIVE,IVE (아이브),51368225,2352090,2022.04.05,댄스/팝
2022.12.31,14,-1,Polaroid,임영웅,50750793,2458149,2022.11.15,락/메탈
2022.12.31,15,-6,Monologue,테이 (Tei),48686560,2433743,2022.09.18,발라드
2022.12.31,16,HOT,All I Want For Christmas Is You,Mariah Carey,46045501,196537,2019.11.01,캐롤
2022.12.31,17,+83,Snowman,Sia,45721412,1366066,2017.11.11,캐롤
2022.12.31,18,new,WHEN I MOVE,카라 (KARA),44033871,2461077,2022.11.29,댄스/팝
2022.12.31,19,-12,Rush Hour (Feat. j-hope of BTS),크러쉬 (CRUSH),42606536,2436919,2022.09.22,알앤비/소울
2022.12.31,20,+97,Santa Tell Me,Ariana Grande,41808288,783612,2014.11.24,캐롤
2022.12.31,21,-10,Shut Down,BLACKPINK,41114787,2431567,2022.09.16,댄스/팝
2022.12.31,22,new,NOT SORRY (Feat. pH-1) (Prod. by Slom),이영지,40676582,2464547,2022.12.17,랩/힙합
2022.12.31,23,+4,너의 모든 순간,성시경,38045042,635033,2014.02.12,발라드
2022.12.31,24,-10,Pink Venom,BLACKPINK,37398173,2415633,2022.09.16,댄스/팝
2022.12.31,25,-1,사랑은 늘 도망가,임영웅,37076027,2250335,2021.10.11,발라드
2022.12.31,26,-7,해요 (2022),#안녕,35990778,2384550,2022.06.07,발라드
2022.12.31,27,-11,딱 10CM만,"10cm, BIG Naughty (서동현)",35378272,2438904,2022.09.25,알앤비/소울
2022.12.31,28,-6,FEARLESS,LE SSERAFIM (르세라핌),34956865,2368339,2022.05.02,댄스/팝
2022.12.31,29,-12,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),34922597,2396391,2022.07.09,댄스/팝
2022.12.31,30,new,위하여 (We Higher) (Prod. GroovyRoom),"그루비룸 (GroovyRoom), 릴보이 (lIlBOI), Blase (블라세), 노윤하, Polodared, Chillin Homie, Fleeky Bang",34596076,2461482,2022.12.03,랩/힙합
2022.12.31,31,-8,사랑인가 봐,멜로망스(Melomance),34275688,2322874,2022.02.18,댄스/팝
2022.12.31,32,-17,자격지심 (Feat. ZICO),BE`O (비오),34183007,2441452,2022.09.29,랩/힙합
2022.12.31,33,-7,Cookie,NewJeans,33875739,2407636,2022.08.01,댄스/팝
2022.12.31,34,-13,TOMBOY,(여자)아이들,33176649,2338101,2022.03.14,댄스/팝
2022.12.31,35,-17,그라데이션,10cm,33014217,2394651,2022.07.03,인디
2022.12.31,36,-8,내가 아니라도,주호,32757832,2343328,2022.03.25,발라드
2022.12.31,37,-12,나의 X에게,경서,32500961,2362532,2022.04.24,인디
2022.12.31,38,-9,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),32233786,2360242,2022.04.20,인디
2022.12.31,39,new,잘가요,주호,30810252,2461985,2022.12.04,발라드
2022.12.31,40,-7,취중고백,김민석,30655061,2291415,2021.12.19,발라드
2022.12.31,41,-9,ELEVEN,IVE (아이브),30559846,2280458,2021.12.01,댄스/팝
2022.12.31,42,HOT,미리 메리 크리스마스 (Feat. 천둥),아이유 (IU),29815658,73832,2010.12.09,댄스/팝
2022.12.31,43,-12,That`s Hilarious,Charlie Puth,29650612,2352479,2022.04.08,팝
2022.12.31,44,-9,다정히 내 이름을 부르면,"경서예지, 전건호",28601322,2165559,2021.05.19,발라드
2022.12.31,45,-4,첫사랑,백아,28552600,1670838,2018.10.11,인디
2022.12.31,46,HOT,첫 눈,EXO,28546017,595959,2013.12.09,댄스/팝
2022.12.31,47,-17,보고싶었어,WSG워너비 (4FIRE),28434001,2396390,2022.07.09,댄스/팝
2022.12.31,48,-28,우린 그렇게 사랑해서,"강민경, 잔나비",28355272,2440651,2022.09.26,발라드
2022.12.31,49,HOT,Last Christmas,Ariana Grande,28089867,599542,2013.01.01,캐롤
2022.12.31,50,new,WE (Feat. 박재범) (Prod. by Slom),"이영지, 토이고 (toigo), 제이켠 (J`Kyun), 잠비노 (Jambino), XINSAYNE",26509016,2461480,2022.12.03,랩/힙합
2022.12.31,51,HOT,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, 빅스 (VIXX)",26470714,372803,2012.12.06,캐롤
2022.12.31,52,-6,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,26348139,1488659,2018.03.20,발라드
2022.12.31,53,-16,LOVE me,BE`O (비오),26307811,2355956,2022.04.12,랩/힙합
2022.12.31,54,-18,주저하는 연인들을 위해,잔나비,26036412,1740697,2019.03.13,인디
2022.12.31,55,-13,떠나보낼 준비해 둘걸 그랬어,임한별,25620849,2452101,2022.10.18,발라드
2022.12.31,56,-9,우리들의 블루스,임영웅,25408904,2358766,2022.05.02,발라드
2022.12.31,57,-12,Stay,"The Kid LAROI, Justin Bieber",25166539,2198878,2021.07.09,팝
2022.12.31,58,-19,내 기쁨은 너가 벤틀리를 끄는 거야,김승민,24590168,2255109,2021.10.19,랩/힙합
2022.12.31,59,-9,밤하늘의 별을(2020),경서,24523286,2061610,2020.11.14,인디
2022.12.31,60,-20,도깨비불 (Illusion),aespa,23828009,2381591,2022.07.08,댄스/팝
2022.12.31,61,-12,새벽에 걸려온 너의 전화는,한동근,23463099,2406674,2022.07.31,발라드
2022.12.31,62,+35,오르트구름,윤하,23405887,2272169,2021.11.16,발라드
2022.12.31,63,-29,FOREVER 1,소녀시대,23331663,2408631,2022.08.05,댄스/팝
2022.12.31,64,-26,That That (prod. & feat. SUGA of BTS),싸이 (Psy),22901763,2364951,2022.04.29,댄스
2022.12.31,65,new,흩어지지 않게,엠씨더맥스 (M.C the MAX),22347364,2462481,2022.12.05,발라드
2022.12.31,66,-18,Love story,볼빨간사춘기,22184281,2360259,2022.04.20,인디
2022.12.31,67,+72,눈이 오잖아 (Feat.헤이즈),이무진,22011150,2280274,2021.12.03,발라드
2022.12.31,68,-25,SNEAKERS,ITZY (있지),21826202,2398888,2022.07.15,댄스/팝
2022.12.31,69,new,Make It To Christmas,Alessia Cara,21730700,1867854,2019.11.08,캐롤
2022.12.31,70,-8,다시 만날 수 있을까,임영웅,21471079,2368354,2022.05.02,발라드
2022.12.31,71,new,들꽃놀이 (with 조유진),RM,21467277,2461425,2022.12.02,일렉트로닉
2022.12.31,72,-17,I Don`t Think That I Like Her,Charlie Puth,21323935,2447479,2022.10.07,팝
2022.12.31,73,-13,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),21081326,2352088,2022.04.05,댄스/팝
2022.12.31,74,HOT,Birthday,레드벨벳(Red Velvet),20755158,2460995,2022.11.28,댄스/팝
2022.12.31,75,-19,Feel My Rhythm,레드벨벳(Red Velvet),20731742,2342439,2022.03.21,댄스/팝
2022.12.31,76,-19,드라마,아이유 (IU),20442855,2298492,2021.12.29,포크/어쿠스틱
2022.12.31,77,-11,Dynamite,방탄소년단,20330824,2016166,2020.08.21,댄스/팝
2022.12.31,78,-10,이제 나만 믿어요,임영웅,20299692,1948682,2020.04.03,성인가요
2022.12.31,79,-28,고백연습,경서,20084068,2454982,2022.10.30,인디
2022.12.31,80,-27,스티커 사진,21학번,20063485,2398391,2022.07.12,인디
2022.12.31,81,-27,사랑한다고 말해줘,탑현,19863468,2409612,2022.08.07,발라드
2022.12.31,82,new,"눈 (EYE) (Feat. BIG Naughty, 저스디스 (JUSTHIS)) (Prod. R.Tee)",던말릭 (Don Malik),19863057,2464544,2022.12.17,랩/힙합
2022.12.31,83,new,그 겨울이 잠든 거리에서,"경서예지, 전건호",19598806,2463815,2022.12.11,발라드
2022.12.31,84,-32,POP!,나연 (TWICE),19432450,2391265,2022.06.24,댄스/팝
2022.12.31,85,new,그대를 알고,송하예,19252673,2464186,2022.12.13,인디
2022.12.31,86,-25,INVU,태연 (TAEYEON),18813512,2321943,2022.02.14,댄스/팝
2022.12.31,87,-22,신호등,이무진,18472188,2160835,2021.05.14,댄스/팝
2022.12.31,88,new,아저씨,"릴러말즈 (Leellamarz), 크루셜스타 (Crucial Star), QM, 김재욱, NSW yoon, 다민이 (DAMINI)",18198642,2461481,2022.12.03,랩/힙합
2022.12.31,89,-31,strawberry moon,아이유 (IU),18045611,2254559,2021.10.19,댄스/팝
2022.12.31,90,HOT,Made You Look,Meghan Trainor,17904345,2452698,2022.10.21,팝
2022.12.31,91,-32,Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, 정국, 방탄소년단",17813450,2391369,2022.06.24,팝
2022.12.31,92,new,Underneath The Tree,Kelly Clarkson,17664606,587049,2013.10.28,캐롤
2022.12.31,93,-29,Next Level,aespa,17572528,2165746,2021.05.17,댄스/팝
2022.12.31,94,-50,LAW (Prod. Czaer),"윤미래, 비비(BIBI)",17501658,2426156,2022.09.06,랩/힙합
2022.12.31,95,-16,Butter,방탄소년단,17481460,2165376,2021.05.21,댄스/팝
2022.12.31,96,-18,Off My Face,Justin Bieber,17475083,2126959,2021.03.19,팝
2022.12.31,97,-15,봄날,방탄소년단,17446890,1192402,2017.02.13,랩/힙합
2022.12.31,98,-26,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo,17254179,2267913,2021.11.13,랩/힙합
2022.12.31,99,-15,무지개,임영웅,16718185,2368353,2022.05.02,발라드
2022.12.31,100,-25,내 손을 잡아,아이유 (IU),16593286,106556,2011.05.25,OST
2022.12.31,101,-10,Unholy,"Sam Smith, Kim Petras",16257629,2437607,2022.09.22,팝
2022.12.31,102,new,Cheshire,ITZY (있지),15766307,2461154,2022.11.30,댄스/팝
2022.12.31,103,+68,추억때문에,유림,15654457,2457639,2022.11.13,발라드
2022.12.31,104,-30,늦은 밤 헤어지긴 너무 아쉬워,케이시 (Kassy),15490816,2375105,2022.05.19,발라드
2022.12.31,105,-19,Dangerously,Charlie Puth,15408433,966026,2016.11.11,팝
2022.12.31,106,-37,DICE,NMIXX,15139587,2434903,2022.09.19,댄스/팝
2022.12.31,107,-12,아버지,임영웅,15101969,2368351,2022.05.02,발라드
2022.12.31,108,new,Text Me Merry Christmas (Feat. Kristen Bell),Straight No Chaser,14952676,787915,2014.12.05,캐롤
2022.12.31,109,-24,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),14889967,1846563,2019.09.25,포크/어쿠스틱
2022.12.31,110,new,Must Have Love,"SG워너비, 브라운 아이드 걸스",14788571,26881,2006.11.16,알앤비/소울
2022.12.31,111,new,"Flick (Feat. BE`O (비오), 김하온 (HAON)) (Prod. GroovyRoom)",노윤하,14733688,2463043,2022.12.10,랩/힙합
2022.12.31,112,new,"나침반 (Feat. UNEDUCATED KID, 수퍼비 (SUPERBEE)) (Prod. R.Tee)",KHAN,14670149,2464518,2022.12.17,랩/힙합
2022.12.31,113,-17,Permission to Dance,방탄소년단,14649239,2198608,2021.07.09,댄스/팝
2022.12.31,114,-47,그래서 그대는,이영현,14517582,2450683,2022.10.10,발라드
2022.12.31,115,-44,Girls,aespa,14465453,2396240,2022.07.08,댄스/팝
2022.12.31,116,new,Christmas Without You,Ava Max,14257314,2045915,2020.10.15,팝
2022.12.31,117,-47,통화연결음,"보라미유, MJ (써니사이드)",14093117,2413268,2022.08.14,발라드
2022.12.31,118,+39,첫눈처럼 너에게 가겠다,에일리 (Ailee),13976145,1166003,2017.01.07,OST
2022.12.31,119,-38,너를 생각해,주시크 (Joosiq),13858733,2240889,2021.09.22,인디
2022.12.31,120,-21,Yet To Come,방탄소년단,13778155,2384890,2022.06.10,댄스/팝
2022.12.31,121,-41,GANADARA (Feat. 아이유),박재범,13481644,2334028,2022.03.11,알앤비/소울
2022.12.31,122,-45,바보에게 바보가 (웹툰 `연애의 발견` X 이석훈),이석훈,13405116,2398275,2022.07.11,발라드
2022.12.31,123,-60,The Astronaut,진 (JIN),13191922,2454241,2022.10.28,락/메탈
2022.12.31,124,-48,Talk that Talk,TWICE,13105066,2419283,2022.08.26,댄스/팝
2022.12.31,125,-32,Celebrity,아이유 (IU),13099475,2100132,2021.03.25,댄스/팝
2022.12.31,126,-37,SMILEY (Feat. BIBI),YENA(최예나),12949343,2309210,2022.01.17,댄스/팝
2022.12.31,127,-8,그중에 그대를 만나,김호중,12680306,2437406,2022.09.24,발라드
2022.12.31,128,new,Graduation,NCT DREAM,12575336,2464474,2022.12.16,댄스/팝
2022.12.31,129,-24,A bientot,임영웅,12506884,2368350,2022.05.02,발라드
2022.12.31,130,-43,GHOST TOWN,Benson Boone,12401818,2258300,2021.10.15,팝
2022.12.31,131,-23,인생찬가,임영웅,12381417,2368343,2022.05.02,발라드
2022.12.31,132,-49,MY BAG,(여자)아이들,12327217,2338094,2022.03.14,댄스/팝
2022.12.31,133,-29,밤편지,아이유 (IU),12118068,1214938,2017.03.24,발라드
2022.12.31,134,-24,희재,성시경,12091553,17691,2003.02.12,발라드
2022.12.31,135,-21,I`m Not The Only One,Sam Smith,12045559,698175,2014.01.01,팝
2022.12.31,136,-34,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO(파테코)",11978549,1988115,2020.06.20,랩/힙합
2022.12.31,137,-25,손이 참 곱던 그대,임영웅,11721459,2368352,2022.05.02,발라드
2022.12.31,138,-50,Weekend,태연 (TAEYEON),11707542,2198770,2021.07.06,댄스/팝
2022.12.31,139,new,Last Christmas,Wham!,11600457,1867796,2019.11.08,팝
2022.12.31,140,HOT,The Drum,Alan Walker,11507300,2364930,2022.04.29,팝
2022.12.31,141,-68,못해,김나영,11447021,2446239,2022.10.05,발라드
2022.12.31,142,new,STEP,카라 (KARA),11444187,152260,2011.09.06,댄스/팝
2022.12.31,143,-28,사랑해 진짜,임영웅,11426799,2368347,2022.05.02,발라드
2022.12.31,144,-54,듣고 싶을까,MSG워너비(M.O.M),11189199,2326957,2022.02.26,발라드
2022.12.31,145,-22,When I Get Old,"Christopher, 청하",11035476,2452647,2022.10.20,팝
2022.12.31,146,-17,2002,Anne-Marie,10940615,1512809,2018.04.27,알앤비/소울
2022.12.31,147,-22,연애편지,임영웅,10898110,2368346,2022.05.02,발라드
2022.12.31,148,-10,나의 목소리로,김호중,10875456,2443548,2022.10.02,발라드
2022.12.31,149,new,매일 크리스마스 (Everyday Christmas),다비치,10871662,2284300,2021.12.06,댄스/팝
2022.12.31,150,-22,팡파레,다비치,10626542,2374559,2022.05.16,발라드
2022.12.31,151,-59,I Ain`t Worried,OneRepublic,10584432,2378154,2022.05.27,OST
2022.12.31,152,new,으리으리 (Feat. 호미들),NSW yoon,10562047,2464531,2022.12.17,랩/힙합
2022.12.31,153,new,내 세상은 너로 가득해,탑현,10546699,2460582,2022.11.27,발라드
2022.12.31,154,-38,모든 계절은 너였다,길구봉구,10534549,2457644,2022.11.13,발라드
2022.12.31,155,new,찬바람이 불어오네요,케이시 (Kassy),10351554,2461085,2022.11.29,발라드
2022.12.31,156,-24,한 페이지가 될 수 있게,DAY6,10286117,1803631,2019.07.15,댄스/팝
2022.12.31,157,-35,Blueming,아이유 (IU),10275931,1874197,2019.11.18,댄스/팝
2022.12.31,158,-45,라일락,아이유 (IU),10195707,2130285,2021.03.25,댄스/팝
2022.12.31,159,new,This Christmas,태연 (TAEYEON),10163299,1403739,2017.12.12,댄스/팝
2022.12.31,160,-20,보금자리,임영웅,10135519,2368348,2022.05.02,발라드
2022.12.31,161,-54,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비,10108335,745045,2014.08.28,인디
2022.12.31,162,-19,너의 번호를 누르고 (Prod. 영화처럼),#안녕,10086034,1878367,2019.11.30,인디
2022.12.31,163,new,Tangerine Love (Favorite),NCT DREAM,9788479,2464473,2022.12.16,댄스/팝
2022.12.31,164,-55,리무진 (Feat. MINO) (Prod. GRAY),BE`O (비오),9760051,2272216,2021.11.20,랩/힙합
