,Unnamed: 0,날짜,순위,곡명,가수,score,순위 변화,장르,발매일
492,92,2018-05-31 23:59,93,Closer (Feat. Halsey),The Chainsmokers ,"29,836,232",9,팝,2016.11.04
493,93,2018-05-31 23:59,94,Universe,EXO ,"29,738,631",1,발라드,2017.12.26
494,94,2018-05-31 23:59,95,Intro : Singularity,방탄소년단 ,"29,323,895",new,랩/힙합,2018.05.18
495,95,2018-05-31 23:59,96,열애중,벤 (Ben) ,"29,317,759",new,발라드,2018.05.08
496,96,2018-05-31 23:59,97,기억의 빈자리,나얼 ,"29,312,991",26,발라드,2017.11.29
497,97,2018-05-31 23:59,98,폰서트,10cm ,"28,952,055",4,인디,2017.09.01
498,98,2018-05-31 23:59,99,피카부 (Peek-A-Boo),레드벨벳(Red Velvet) ,"27,938,022",26,댄스/팝,2017.11.17
499,99,2018-05-31 23:59,100,좋아,"윤종신, 민서 ","27,230,274",25,발라드,2017.11.15
500,0,2018-06-30 23:59,1,여행,볼빨간사춘기 ,"219,150,597",18,인디,2018.05.24
501,1,2018-06-30 23:59,2,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK ,"187,880,919",new,댄스/팝,2018.06.15
502,2,2018-06-30 23:59,3,FAKE LOVE,방탄소년단 ,"146,235,102",6,랩/힙합,2018.05.18
503,3,2018-06-30 23:59,4,빙글뱅글 (Bingle Bangle),AOA ,"130,652,272",HOT,댄스/팝,2018.05.28
504,4,2018-06-30 23:59,5,지나오다,닐로 (Nilo) ,"118,881,129",3,발라드,2017.10.31
505,5,2018-06-30 23:59,6,밤 (Time for the moon night),여자친구 (GFRIEND) ,"118,813,865",3,댄스/팝,2018.04.30
506,6,2018-06-30 23:59,7,주지마,"로꼬 (LOCO), 화사 ","115,473,052",6,발라드,2018.04.21
507,7,2018-06-30 23:59,8,Forever Young,BLACKPINK ,"112,484,300",new,댄스/팝,2018.06.15
508,8,2018-06-30 23:59,9,켜줘 (Light),Wanna One (워너원) ,"101,117,324",new,댄스/팝,2018.06.04
509,9,2018-06-30 23:59,10,You,멜로망스(Melomance) ,"92,098,644",6,알앤비/소울,2018.01.22
510,10,2018-06-30 23:59,11,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴 ,"92,021,888",12,발라드,2018.03.20
511,11,2018-06-30 23:59,12,사랑을 했다 (LOVE SCENARIO),iKON ,"88,792,737",5,랩/힙합,2018.01.25
512,12,2018-06-30 23:59,13,LATATA,(여자)아이들 ,"85,472,208",13,댄스/팝,2018.05.02
513,13,2018-06-30 23:59,14,What is Love?,TWICE ,"82,625,935",9,댄스/팝,2018.04.09
514,14,2018-06-30 23:59,15,캥거루 (Kangaroo) (Prod. ZICO),Wanna One (워너원) - 트리플포지션 ,"82,217,197",new,댄스/팝,2018.06.04
515,15,2018-06-30 23:59,16,너 없인 안 된다,비투비 (BTOB) ,"81,242,316",new,일렉트로닉,2018.06.18
516,16,2018-06-30 23:59,17,뿜뿜,모모랜드 (MOMOLAND) ,"79,100,752",6,댄스/팝,2018.01.03
517,17,2018-06-30 23:59,18,별이 빛나는 밤,마마무 (Mamamoo) ,"75,192,795",8,댄스/팝,2018.03.07
518,18,2018-06-30 23:59,19,붕붕 (Feat. Sik-K) (Prod. GroovyRoom),김하온 (HAON) ,"73,129,231",11,랩/힙합,2018.04.14
519,19,2018-06-30 23:59,20,그날처럼,장덕철 ,"70,866,100",6,댄스/팝,2017.11.28
520,20,2018-06-30 23:59,21,My Way,이수 ,"69,976,384",9,발라드,2017.11.11
521,21,2018-06-30 23:59,22,그때 헤어지면 돼,로이킴 ,"68,204,554",5,발라드,2018.02.12
522,22,2018-06-30 23:59,23,HandClap,Fitz & The Tantrums ,"66,134,314",1,팝,2017.07.24
523,23,2018-06-30 23:59,24,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단 ,"65,918,603",7,랩/힙합,2018.05.18
524,24,2018-06-30 23:59,25,소나기 (Feat. 10cm),용준형 ,"65,673,172",9,발라드,2018.03.22
525,25,2018-06-30 23:59,26,DNA,방탄소년단 ,"64,770,429",7,댄스/팝,2017.09.18
526,26,2018-06-30 23:59,27,모래시계 (Prod. 헤이즈),Wanna One (워너원) - 더힐 ,"64,604,780",new,댄스/팝,2018.06.04
527,27,2018-06-30 23:59,28,Roller Coaster,청하 ,"63,967,187",6,댄스/팝,2018.01.17
528,28,2018-06-30 23:59,29,Havana (Feat. Young Thug),Camila Cabello ,"62,904,999",4,팝,2018.01.12
529,29,2018-06-30 23:59,30,선물,멜로망스(Melomance) ,"62,150,975",9,인디,2017.07.10
530,30,2018-06-30 23:59,31,Shape of You,Ed Sheeran ,"59,709,639",8,락,2017.03.03
531,31,2018-06-30 23:59,32,꽃 길,BIGBANG (빅뱅) ,"58,541,293",17,알앤비/소울,2018.03.13
532,32,2018-06-30 23:59,33,봄날,방탄소년단 ,"58,235,095",8,댄스/팝,2017.02.13
533,33,2018-06-30 23:59,34,잊을만하면,크러쉬 (CRUSH) ,"57,711,536",28,알앤비/소울,2018.05.03
534,34,2018-06-30 23:59,35,EVERYDAY,위너(WINNER) ,"56,068,145",17,랩/힙합,2018.04.04
535,35,2018-06-30 23:59,36,넋두리,닐로 (Nilo) ,"55,759,918",7,발라드,2016.09.12
536,36,2018-06-30 23:59,37,Anpanman,방탄소년단 ,"54,864,329",30,랩/힙합,2018.05.18
537,37,2018-06-30 23:59,38,이 밤의 끝,펀치 (Punch) ,"53,855,632",new,발라드,2018.05.31
538,38,2018-06-30 23:59,39,욕심,멜로망스(Melomance) ,"53,319,211",26,인디,2018.04.26
539,39,2018-06-30 23:59,40,열애중,벤 (Ben) ,"51,655,753",56,발라드,2018.05.08
540,40,2018-06-30 23:59,41,데리러 가 (Good Evening),샤이니 (SHINee) ,"51,071,384",HOT,댄스/팝,2018.05.28
541,41,2018-06-30 23:59,42,영원+1 (Prod. NELL),Wanna One (워너원) - 린온미 ,"50,709,308",new,댄스/팝,2018.06.04
542,42,2018-06-30 23:59,43,가을 안부,먼데이 키즈 (Monday Kiz) ,"50,619,787",9,발라드,2017.10.14
543,43,2018-06-30 23:59,44,BOOMERANG (부메랑),Wanna One (워너원) ,"48,686,761",8,댄스/팝,2018.03.19
544,44,2018-06-30 23:59,45,밤편지,아이유 (IU) ,"48,001,419",3,발라드,2017.03.24
545,45,2018-06-30 23:59,46,빛나리,펜타곤 (PENTAGON) ,"47,819,307",8,일렉트로닉,2018.04.02
546,46,2018-06-30 23:59,47,이 별,길구봉구 ,"47,411,754",10,발라드,2017.09.18
547,47,2018-06-30 23:59,48,바코드 (Prod. GroovyRoom),"김하온 (HAON), 이병재 (Vinxen) ","46,759,337",28,랩/힙합,2018.03.31
548,48,2018-06-30 23:59,49,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize) ,"45,872,410",6,랩/힙합,2017.06.26
549,49,2018-06-30 23:59,50,미안해,양다일 ,"45,441,553",5,발라드,2017.12.29
550,50,2018-06-30 23:59,51,밤이 되니까,펀치 (Punch) ,"44,765,013",7,알앤비/소울,2017.09.29
551,51,2018-06-30 23:59,52,에너제틱 (Energetic),Wanna One (워너원) ,"44,334,238",21,댄스/팝,2017.08.07
552,52,2018-06-30 23:59,53,11 (Prod. 다이나믹듀오),Wanna One (워너원) - 남바완 ,"44,310,570",new,댄스/팝,2018.06.04
553,53,2018-06-30 23:59,54,Airplane pt.2,방탄소년단 ,"43,905,476",23,랩/힙합,2018.05.18
554,54,2018-06-30 23:59,55,Thunder,Imagine Dragons ,"42,570,935",5,락,2017.06.23
555,55,2018-06-30 23:59,56,좋니,윤종신 ,"42,399,889",9,발라드,2017.06.22
556,56,2018-06-30 23:59,57,그리워하다,비투비 (BTOB) ,"42,273,554",6,댄스/팝,2017.10.16
557,57,2018-06-30 23:59,58,Bad Boy,레드벨벳(Red Velvet) ,"41,910,006",22,댄스/팝,2018.01.29
558,58,2018-06-30 23:59,59,The Feeling,비투비 (BTOB) ,"41,521,514",new,일렉트로닉,2018.06.18
559,59,2018-06-30 23:59,60,Jenga (Feat. Gaeko),헤이즈 (Heize) ,"41,374,429",30,랩/힙합,2018.03.08
560,60,2018-06-30 23:59,61,Lonely,볼빨간사춘기 ,"40,678,899",42,인디,2018.05.24
561,61,2018-06-30 23:59,62,마지막처럼,BLACKPINK ,"40,559,612",9,댄스/팝,2017.06.22
562,62,2018-06-30 23:59,63,빨간 맛 (Red Flavor),레드벨벳(Red Velvet) ,"40,499,681",6,댄스/팝,2017.07.09
563,63,2018-06-30 23:59,64,REALLY REALLY,위너(WINNER) ,"40,492,638",10,댄스/팝,2017.04.04
564,64,2018-06-30 23:59,65,우리 둘만 아는,윤건 ,"40,488,388",7,발라드,2017.10.31
565,65,2018-06-30 23:59,66,Beautiful,Wanna One (워너원) ,"39,556,464",15,댄스/팝,2017.11.13
566,66,2018-06-30 23:59,67,낙원,방탄소년단 ,"39,409,040",3,랩/힙합,2018.05.18
567,67,2018-06-30 23:59,68,all of my life,박원 ,"39,095,625",17,댄스/팝,2017.07.27
568,68,2018-06-30 23:59,69,눈사람,정승환 ,"39,001,014",21,발라드,2018.02.19
569,69,2018-06-30 23:59,70,Really,BLACKPINK ,"38,789,799",new,댄스/팝,2018.06.15
570,70,2018-06-30 23:59,71,Love Maze,방탄소년단 ,"38,382,494",1,랩/힙합,2018.05.18
571,71,2018-06-30 23:59,72,Magic Shop,방탄소년단 ,"38,199,901",3,랩/힙합,2018.05.18
572,72,2018-06-30 23:59,73,시차 (We Are) (Feat. 로꼬 & GRAY),우원재 ,"38,170,997",23,랩/힙합,2017.09.04
573,73,2018-06-30 23:59,74,instagram,DEAN ,"37,920,683",29,알앤비/소울,2017.12.26
574,74,2018-06-30 23:59,75,바람사람,볼빨간사춘기 ,"37,875,851",16,인디,2018.05.24
575,75,2018-06-30 23:59,76,Heart Shaker,TWICE ,"37,092,431",27,댄스/팝,2017.12.11
576,76,2018-06-30 23:59,77,눈 떠보니 이별이더라,포맨 (4Men) ,"35,867,152",18,댄스/팝,2017.10.24
577,77,2018-06-30 23:59,78,134340,방탄소년단 ,"35,467,158",10,랩/힙합,2018.05.18
578,78,2018-06-30 23:59,79,There`s Nothing Holdin` Me Back,Shawn Mendes ,"35,408,287",14,팝,2017.04.21
579,79,2018-06-30 23:59,80,어른,Sondia ,"35,257,785",27,발라드,2018.03.29
580,80,2018-06-30 23:59,81,Youth,Troye Sivan ,"35,179,113",HOT,팝,2016.01.23
581,81,2018-06-30 23:59,82,북 (Prod.SLO),"배연서 (WEBSTER B), 오담률 (CHIN CHILLA) ","34,642,447",55,랩/힙합,2018.03.17
582,82,2018-06-30 23:59,83,비행운,문문 (MoonMoon) ,"34,418,358",55,인디,2016.11.10
583,83,2018-06-30 23:59,84,I Want You,샤이니 (SHINee) ,"34,258,577",new,일렉트로닉,2018.06.11
584,84,2018-06-30 23:59,85,약속해요 (I.P.U.),Wanna One (워너원) ,"34,176,693",3,댄스/팝,2018.03.19
585,85,2018-06-30 23:59,86,LOVE YA!,혁오 (hyukoh) ,"33,886,793",new,인디,2018.05.31
586,86,2018-06-30 23:59,87,See U Later,BLACKPINK ,"33,451,431",new,댄스/팝,2018.06.15
587,87,2018-06-30 23:59,88,LIKEY,TWICE ,"32,483,772",30,댄스/팝,2017.10.30
588,88,2018-06-30 23:59,89,So What,방탄소년단 ,"31,260,497",2,랩/힙합,2018.05.18
589,89,2018-06-30 23:59,90,Dejavu,뉴이스트 W ,"30,948,551",new,댄스/팝,2018.06.25
590,90,2018-06-30 23:59,91,어린 왕자 (Prod. Godic),"김하온(HAON), 박준호(PULLIK) ","30,810,558",51,랩/힙합,2018.03.24
591,91,2018-06-30 23:59,92,전혀 (Feat. 우원재) (Prod. GroovyRoom),이병재 (Vinxen) ,"30,259,685",57,랩/힙합,2018.04.14
592,92,2018-06-30 23:59,93,花요일 (Blooming Day),EXO-CBX (첸백시) ,"30,124,578",47,댄스/팝,2018.04.10
593,93,2018-06-30 23:59,94,첫눈처럼 너에게 가겠다,에일리 (Ailee) ,"30,112,737",28,OST,2017.01.07
594,94,2018-06-30 23:59,95,비,폴킴 ,"29,642,874",7,알앤비/소울,2016.06.21
595,95,2018-06-30 23:59,96,#첫사랑,볼빨간사춘기 ,"29,627,693",35,인디,2018.01.10
596,96,2018-06-30 23:59,97,야경,볼빨간사춘기 ,"28,889,756",18,인디,2018.05.24
597,97,2018-06-30 23:59,98,썸 탈꺼야,볼빨간사춘기 ,"27,729,051",20,인디,2017.09.28
598,98,2018-06-30 23:59,99,Love Yourself,Justin Bieber ,"27,159,303",14,팝,2015.11.13
599,99,2018-06-30 23:59,100,Something New,태연 (TAEYEON) ,"27,090,005",new,알앤비/소울,2018.06.18
600,0,2018-07-31 23:59,1,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK ,"250,700,761",1,댄스/팝,2018.06.15
601,1,2018-07-31 23:59,2,Dance The Night Away,TWICE ,"206,883,656",new,댄스/팝,2018.07.09
602,2,2018-07-31 23:59,3,Way Back Home,숀 (SHAUN) ,"182,394,848",new,인디,2018.06.27
603,3,2018-07-31 23:59,4,1도 없어,에이핑크 (Apink) ,"176,609,546",new,댄스/팝,2018.07.02
604,4,2018-07-31 23:59,5,여행,볼빨간사춘기 ,"170,684,026",4,인디,2018.05.24
605,5,2018-07-31 23:59,6,Forever Young,BLACKPINK ,"158,805,767",2,댄스/팝,2018.06.15
606,6,2018-07-31 23:59,7,동화,멜로망스(Melomance) ,"155,287,798",new,인디,2018.07.03
607,7,2018-07-31 23:59,8,너 없인 안 된다,비투비 (BTOB) ,"127,148,989",8,일렉트로닉,2018.06.18
608,8,2018-07-31 23:59,9,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴 ,"126,167,954",2,발라드,2018.03.20
609,9,2018-07-31 23:59,10,장마 (Rainy Season),마마무 (Mamamoo) ,"116,763,408",new,알앤비/소울,2018.07.01
610,10,2018-07-31 23:59,11,너나 해 (Egotistic),마마무 (Mamamoo) ,"110,234,640",new,댄스/팝,2018.07.16
611,11,2018-07-31 23:59,12,지나오다,닐로 (Nilo) ,"109,679,360",7,발라드,2017.10.31
612,12,2018-07-31 23:59,13,FAKE LOVE,방탄소년단 ,"105,471,425",10,랩/힙합,2018.05.18
613,13,2018-07-31 23:59,14,주지마,"로꼬 (LOCO), 화사 ","98,658,473",7,발라드,2018.04.21
614,14,2018-07-31 23:59,15,BAAM,모모랜드 (MOMOLAND) ,"97,538,132",HOT,댄스/팝,2018.06.26
615,15,2018-07-31 23:59,16,빙글뱅글 (Bingle Bangle),AOA ,"95,723,067",12,댄스/팝,2018.05.28
616,16,2018-07-31 23:59,17,밤 (Time for the moon night),여자친구 (GFRIEND) ,"93,395,846",11,댄스/팝,2018.04.30
617,17,2018-07-31 23:59,18,사랑을 했다 (LOVE SCENARIO),iKON ,"82,287,783",6,랩/힙합,2018.01.25
618,18,2018-07-31 23:59,19,You,멜로망스(Melomance) ,"78,199,532",9,알앤비/소울,2018.01.22
619,19,2018-07-31 23:59,20,Love U,청하 ,"75,992,399",new,댄스/팝,2018.07.18
620,20,2018-07-31 23:59,21,뿜뿜,모모랜드 (MOMOLAND) ,"74,708,696",4,댄스/팝,2018.01.03
621,21,2018-07-31 23:59,22,What is Love?,TWICE ,"72,362,012",8,댄스/팝,2018.04.09
622,22,2018-07-31 23:59,23,LATATA,(여자)아이들 ,"69,270,983",10,댄스/팝,2018.05.02
623,23,2018-07-31 23:59,24,별이 빛나는 밤,마마무 (Mamamoo) ,"68,956,323",6,댄스/팝,2018.03.07
624,24,2018-07-31 23:59,25,그날처럼,장덕철 ,"65,907,361",5,댄스/팝,2017.11.28
625,25,2018-07-31 23:59,26,Havana (Feat. Young Thug),Camila Cabello ,"64,649,032",3,팝,2018.01.12
626,26,2018-07-31 23:59,27,켜줘 (Light),Wanna One (워너원) ,"64,147,571",18,댄스/팝,2018.06.04
627,27,2018-07-31 23:59,28,열애중,벤 (Ben) ,"64,020,686",12,발라드,2018.05.08
628,28,2018-07-31 23:59,29,HandClap,Fitz & The Tantrums ,"63,872,530",6,팝,2017.07.24
629,29,2018-07-31 23:59,30,Dejavu,뉴이스트 W ,"62,772,659",60,댄스/팝,2018.06.25
630,30,2018-07-31 23:59,31,DNA,방탄소년단 ,"62,429,963",5,댄스/팝,2017.09.18
631,31,2018-07-31 23:59,32,Roller Coaster,청하 ,"62,328,022",4,댄스/팝,2018.01.17
632,32,2018-07-31 23:59,33,My Way,이수 ,"61,152,101",12,발라드,2017.11.11
633,33,2018-07-31 23:59,34,그때 헤어지면 돼,로이킴 ,"61,087,831",12,발라드,2018.02.12
634,34,2018-07-31 23:59,35,선물,멜로망스(Melomance) ,"59,724,983",5,인디,2017.07.10
635,35,2018-07-31 23:59,36,붕붕 (Feat. Sik-K) (Prod. GroovyRoom),김하온 (HAON) ,"59,557,903",17,랩/힙합,2018.04.14
636,36,2018-07-31 23:59,37,소나기 (Feat. 10cm),용준형 ,"59,059,102",12,발라드,2018.03.22
637,37,2018-07-31 23:59,38,Shape of You,Ed Sheeran ,"57,668,795",7,락,2017.03.03
638,38,2018-07-31 23:59,39,봄날,방탄소년단 ,"56,386,088",6,댄스/팝,2017.02.13
639,39,2018-07-31 23:59,40,캥거루 (Kangaroo) (Prod. ZICO),Wanna One (워너원) - 트리플포지션 ,"55,168,527",25,댄스/팝,2018.06.04
640,40,2018-07-31 23:59,41,넋두리,닐로 (Nilo) ,"54,814,763",5,발라드,2016.09.12
641,41,2018-07-31 23:59,42,여름여름해 (Sunny Summer),여자친구 (GFRIEND) ,"54,126,477",new,댄스/팝,2018.07.19
642,42,2018-07-31 23:59,43,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단 ,"51,580,454",19,랩/힙합,2018.05.18
643,43,2018-07-31 23:59,44,미안해,양다일 ,"50,957,276",6,발라드,2017.12.29
644,44,2018-07-31 23:59,45,마치 우린 없었던 사이 (Prod. 정키),다비치 ,"50,377,314",new,발라드,2018.07.12
645,45,2018-07-31 23:59,46,꽃 길,BIGBANG (빅뱅) ,"49,415,455",14,알앤비/소울,2018.03.13
646,46,2018-07-31 23:59,47,Cereal (Feat. ZICO),크러쉬 (CRUSH) ,"48,968,276",new,알앤비/소울,2018.07.13
647,47,2018-07-31 23:59,48,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize) ,"48,833,180",1,랩/힙합,2017.06.26
648,48,2018-07-31 23:59,49,밤편지,아이유 (IU) ,"48,054,622",4,발라드,2017.03.24
649,49,2018-07-31 23:59,50,가을 안부,먼데이 키즈 (Monday Kiz) ,"47,959,947",7,발라드,2017.10.14
650,50,2018-07-31 23:59,51,마지막처럼,BLACKPINK ,"47,640,563",11,댄스/팝,2017.06.22
651,51,2018-07-31 23:59,52,어쩌나,세븐틴 ,"47,160,999",new,댄스/팝,2018.07.16
652,52,2018-07-31 23:59,53,EVERYDAY,위너(WINNER) ,"46,986,634",18,랩/힙합,2018.04.04
653,53,2018-07-31 23:59,54,비,폴킴 ,"46,890,795",41,알앤비/소울,2016.06.21
654,54,2018-07-31 23:59,55,에너제틱 (Energetic),Wanna One (워너원) ,"45,900,984",3,댄스/팝,2017.08.07
655,55,2018-07-31 23:59,56,빨간 맛 (Red Flavor),레드벨벳(Red Velvet) ,"44,996,208",7,댄스/팝,2017.07.09
656,56,2018-07-31 23:59,57,Thunder,Imagine Dragons ,"44,490,711",2,락,2017.06.23
657,57,2018-07-31 23:59,58,그리워하다,비투비 (BTOB) ,"44,329,128",1,댄스/팝,2017.10.16
658,58,2018-07-31 23:59,59,이 별,길구봉구 ,"44,159,555",12,발라드,2017.09.18
659,59,2018-07-31 23:59,60,Youth,Troye Sivan ,"43,940,108",21,팝,2016.01.23
660,60,2018-07-31 23:59,61,BOOMERANG (부메랑),Wanna One (워너원) ,"43,842,980",17,댄스/팝,2018.03.19
661,61,2018-07-31 23:59,62,욕심,멜로망스(Melomance) ,"43,468,664",23,인디,2018.04.26
662,62,2018-07-31 23:59,63,Anpanman,방탄소년단 ,"42,969,528",26,랩/힙합,2018.05.18
663,63,2018-07-31 23:59,64,지각,장덕철 ,"40,074,621",new,발라드,2018.07.06
664,64,2018-07-31 23:59,65,잊을만하면,크러쉬 (CRUSH) ,"39,826,400",31,알앤비/소울,2018.05.03
665,65,2018-07-31 23:59,66,"셋 셀테니 (1, 2, 3!)",승리 ,"38,574,811",new,댄스/팝,2018.07.20
666,66,2018-07-31 23:59,67,그대만 보여서,김나영 ,"38,454,648",HOT,발라드,2018.06.28
667,67,2018-07-31 23:59,68,모래시계 (Prod. 헤이즈),Wanna One (워너원) - 더힐 ,"38,392,592",41,댄스/팝,2018.06.04
668,68,2018-07-31 23:59,69,밤이 되니까,펀치 (Punch) ,"38,099,994",18,알앤비/소울,2017.09.29
669,69,2018-07-31 23:59,70,Beautiful,Wanna One (워너원) ,"38,049,526",4,댄스/팝,2017.11.13
670,70,2018-07-31 23:59,71,좋니,윤종신 ,"37,148,442",15,발라드,2017.06.22
671,71,2018-07-31 23:59,72,REALLY REALLY,위너(WINNER) ,"35,409,497",8,댄스/팝,2017.04.04
672,72,2018-07-31 23:59,73,Dejavu,볼빨간사춘기 ,"34,985,502",new,인디,2018.07.17
673,73,2018-07-31 23:59,74,Chandelier,Sia ,"34,805,830",50,락,2014.03.17
674,74,2018-07-31 23:59,75,Universe,EXO ,"34,167,310",35,발라드,2017.12.26
675,75,2018-07-31 23:59,76,우리 둘만 아는,윤건 ,"33,690,959",11,발라드,2017.10.31
676,76,2018-07-31 23:59,77,Heart Shaker,TWICE ,"33,472,002",1,댄스/팝,2017.12.11
677,77,2018-07-31 23:59,78,Airplane pt.2,방탄소년단 ,"32,818,694",24,랩/힙합,2018.05.18
678,78,2018-07-31 23:59,79,불행 (Feat. 빈첸 (VINXEN)),오반 (OVAN) ,"32,664,508",39,랩/힙합,2018.06.12
679,79,2018-07-31 23:59,80,빛나리,펜타곤 (PENTAGON) ,"31,934,798",34,일렉트로닉,2018.04.02
680,80,2018-07-31 23:59,81,Bad Boy,레드벨벳(Red Velvet) ,"31,825,517",23,댄스/팝,2018.01.29
681,81,2018-07-31 23:59,82,SoulMate (Feat. 아이유),지코 (ZICO) ,"31,418,365",new,댄스/팝,2018.07.30
682,82,2018-07-31 23:59,83,시차 (We Are) (Feat. 로꼬 & GRAY),우원재 ,"31,076,785",10,랩/힙합,2017.09.04
683,83,2018-07-31 23:59,84,There`s Nothing Holdin` Me Back,Shawn Mendes ,"30,764,666",5,팝,2017.04.21
684,84,2018-07-31 23:59,85,Really,BLACKPINK ,"30,461,157",15,댄스/팝,2018.06.15
685,85,2018-07-31 23:59,86,Magic Shop,방탄소년단 ,"30,208,170",14,랩/힙합,2018.05.18
686,86,2018-07-31 23:59,87,바코드 (Prod. GroovyRoom),"김하온 (HAON), 이병재 (Vinxen) ","30,036,097",39,랩/힙합,2018.03.31
687,87,2018-07-31 23:59,88,약속해요 (I.P.U.),Wanna One (워너원) ,"29,859,478",3,댄스/팝,2018.03.19
688,88,2018-07-31 23:59,89,그 날 (Original Ver.),박효신 ,"29,825,021",new,발라드,2018.07.08
689,89,2018-07-31 23:59,90,instagram,DEAN ,"29,421,803",16,알앤비/소울,2017.12.26
690,90,2018-07-31 23:59,91,영원+1 (Prod. NELL),Wanna One (워너원) - 린온미 ,"29,288,661",49,댄스/팝,2018.06.04
691,91,2018-07-31 23:59,92,all of my life,박원 ,"29,257,207",24,댄스/팝,2017.07.27
692,92,2018-07-31 23:59,93,Love Maze,방탄소년단 ,"29,240,110",22,랩/힙합,2018.05.18
693,93,2018-07-31 23:59,94,낙원,방탄소년단 ,"28,592,708",27,랩/힙합,2018.05.18
694,94,2018-07-31 23:59,95,북극성 (Polaris),뉴이스트 W ,"28,303,802",HOT,댄스/팝,2018.06.25
695,95,2018-07-31 23:59,96,눈사람,정승환 ,"27,568,290",27,발라드,2018.02.19
696,96,2018-07-31 23:59,97,Jenga (Feat. Gaeko),헤이즈 (Heize) ,"27,416,854",37,랩/힙합,2018.03.08
697,97,2018-07-31 23:59,98,花요일 (Blooming Day),EXO-CBX (첸백시) ,"27,341,682",5,댄스/팝,2018.04.10
698,98,2018-07-31 23:59,99,그해 여름,"양다일, 웬디 (WENDY) ","27,279,310",new,인디,2018.07.02
699,99,2018-07-31 23:59,100,첫눈처럼 너에게 가겠다,에일리 (Ailee) ,"27,106,383",6,OST,2017.01.07
700,0,2018-08-31 23:59,1,Way Back Home,숀 (SHAUN) ,"227,314,841",2,인디,2018.06.27
701,1,2018-08-31 23:59,2,Power Up,레드벨벳(Red Velvet) ,"192,056,715",new,댄스/팝,2018.08.06
702,2,2018-08-31 23:59,3,Dance The Night Away,TWICE ,"176,663,380",1,댄스/팝,2018.07.09
703,3,2018-08-31 23:59,4,SoulMate (Feat. 아이유),지코 (ZICO) ,"174,463,881",78,댄스/팝,2018.07.30
704,4,2018-08-31 23:59,5,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK ,"173,822,463",4,댄스/팝,2018.06.15
705,5,2018-08-31 23:59,6,너나 해 (Egotistic),마마무 (Mamamoo) ,"151,435,848",5,댄스/팝,2018.07.16
706,6,2018-08-31 23:59,7,1도 없어,에이핑크 (Apink) ,"132,349,680",3,댄스/팝,2018.07.02
707,7,2018-08-31 23:59,8,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴 ,"130,686,624",1,발라드,2018.03.20
708,8,2018-08-31 23:59,9,여행,볼빨간사춘기 ,"126,744,687",4,인디,2018.05.24
709,9,2018-08-31 23:59,10,Forever Young,BLACKPINK ,"116,626,652",4,댄스/팝,2018.06.15
710,10,2018-08-31 23:59,11,죽겠다 (KILLING ME),iKON ,"107,531,492",new,댄스/팝,2018.08.02
711,11,2018-08-31 23:59,12,Love U,청하 ,"100,036,880",8,댄스/팝,2018.07.18
712,12,2018-08-31 23:59,13,동화,멜로망스(Melomance) ,"96,482,702",6,인디,2018.07.03
713,13,2018-08-31 23:59,14,지나오다,닐로 (Nilo) ,"93,459,689",2,발라드,2017.10.31
714,14,2018-08-31 23:59,15,"셋 셀테니 (1, 2, 3!)",승리 ,"91,512,764",51,댄스/팝,2018.07.20
715,15,2018-08-31 23:59,16,FAKE LOVE,방탄소년단 ,"87,667,616",3,랩/힙합,2018.05.18
716,16,2018-08-31 23:59,17,너 없인 안 된다,비투비 (BTOB) ,"86,226,966",9,일렉트로닉,2018.06.18
717,17,2018-08-31 23:59,18,열애중,벤 (Ben) ,"83,820,949",10,발라드,2018.05.08
718,18,2018-08-31 23:59,19,여름여름해 (Sunny Summer),여자친구 (GFRIEND) ,"80,220,939",23,댄스/팝,2018.07.19
719,19,2018-08-31 23:59,20,BAAM,모모랜드 (MOMOLAND) ,"78,778,263",5,댄스/팝,2018.06.26
720,20,2018-08-31 23:59,21,주지마,"로꼬 (LOCO), 화사 ","78,415,217",7,발라드,2018.04.21
721,21,2018-08-31 23:59,22,사랑을 했다 (LOVE SCENARIO),iKON ,"77,280,124",4,랩/힙합,2018.01.25
722,22,2018-08-31 23:59,23,한(一),(여자)아이들 ,"72,540,195",new,댄스/팝,2018.08.14
723,23,2018-08-31 23:59,24,밤 (Time for the moon night),여자친구 (GFRIEND) ,"69,814,313",7,댄스/팝,2018.04.30
724,24,2018-08-31 23:59,25,You,멜로망스(Melomance) ,"64,908,530",6,알앤비/소울,2018.01.22
725,25,2018-08-31 23:59,26,Havana (Feat. Young Thug),Camila Cabello ,"64,322,613",-,팝,2018.01.12
726,26,2018-08-31 23:59,27,HandClap,Fitz & The Tantrums ,"63,383,610",2,팝,2017.07.24
727,27,2018-08-31 23:59,28,뿜뿜,모모랜드 (MOMOLAND) ,"62,311,752",7,댄스/팝,2018.01.03
